job-href,job,content,types,salary,business_trip,position_text,position_href,company
https://www.104.com.tw/job/91hre?app_jobsource=m_time4jobs&jobsource=new_map,AI 開發工程師,"加入主橙資訊 (JCIT)以 知名大型語言模型標準打造企業 AI Agent 的資訊公司。

工作內容
 1. 開發、整合 LLM API 與 MCP 伺服器,串接客戶內部系統 (ERP / CRM / Email / Calendar)
 2. 建置 RAG 知識庫架構 (Chroma + FastAPI + LLM API),處理製造業客戶多語客服與技術文件查詢
 3. 設計開發 Omni Agent 與 Omni CRM 的 AI 工作流模組
 4. 與 PM / 業務協作,將客戶需求轉化為可上線的 AI 自動化方案
 5.公司支持取得 Anthropic Claude Certified Architect 認證
必要條件
 • Python 熟練 (FastAPI 加分),至少 2 年 Web / 後端實戰
 • 用過任一種 LLM API (Claude / OpenAI / Gemini),理解 prompt engineering 與 function calling
 • 對 RAG、向量資料庫 (Chroma / pgvector / Pinecone) 有概念或實作
 • 中文溝通流暢,可讀英文技術文件
加分條件
 • 有 MCP / Anthropic 生態實作經驗
 • 熟 Docker、Linux、Git
 • 製造業 / CRM domain knowledge
 • 有 GitHub 作品集或開源貢獻
 • 想轉職進 AI 的資深後端工程師也歡迎,我們會帶,不拘,不拘,不拘","軟體工程師
、AI工程師
、演算法工程師","月薪50,000元以上取得專屬你的薪水報告",無需出差外派,台中市西區公益路161號10樓之2(近勤美綠園道),"https://maps.google.com.tw/?q=%E4%B8%BB%E6%A9%99%E8%B3%87%E8%A8%8A%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1507359,120.662582&z=17",主橙資訊科技股份有限公司
https://www.104.com.tw/job/91ewx?app_jobsource=m_time4jobs&jobsource=new_map,1R60-醫學影像部 軟體工程師,"1.平台開發與架構規劃：負責研究平台之全端開發與整體系統架構規劃，涵蓋前端互動介面設計與後端 API 服務建置。
2.系統維運：執行系統部署與跨系統整合，負責系統資安防護機制建置、版本管理及伺服器日常維運，確保平台穩定運行與資料存取安全性。
3.LLM 臨床落地應用：負責 LLM（大語言模型）與 AI Agent 之研發、微調與優化，並將其整合至平台系統中，開發自動化臨床報告生成、醫療問答或決策輔助工具，確保 AI 應用可實際落地於臨床或研究流程中。
4.技術支援：支援計畫相關技術諮詢與臨時交辦事項。,不拘,Python、ReactJS、MS SQL、Kubernetes、Git、PyTorch
提升專業能力
提升專業能力,不拘","研究助理
、軟體工程師","月薪50,000~80,000元取得專屬你的薪水報告",無需出差外派,台中市北區育德路2號,"https://maps.google.com.tw/?q=%E4%B8%AD%E5%9C%8B%E9%86%AB%E8%97%A5%E5%A4%A7%E5%AD%B8%E9%99%84%E8%A8%AD%E9%86%AB%E9%99%A2@24.1568721,120.6807399&z=17",中國醫藥大學附設醫院
https://www.104.com.tw/job/8s8v4?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師,"工作內容：
1) (.Net Core 8) ERP 測試
2)專案系統測試

技能需求：
1)熟悉GitHub
2)熟悉 HTML、CSS、javascript 與 JQuery，可以進行基礎前端運用。
3)熟悉 C# 與ASP.NET。
4)熟悉 SQL語法。
5)熟悉 .Net Core 8 開發應用。,不拘,C#、Github、Visual Studio
提升專業能力
提升專業能力,功能測試(function test)、問題追蹤處理(Bug tracking)",軟體助理工程師,"月薪33,000~38,000元取得專屬你的薪水報告",需出差，一年累積時間未定,台中市西屯區台中市西屯區文心路三段241號12樓之2,"https://maps.google.com.tw/?q=%E6%AD%A3%E9%BC%8E%E8%BB%9F%E9%AB%94%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1724016,120.6628917&z=17",正鼎軟體科技股份有限公司
https://www.104.com.tw/job/91bi3?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師 | 旅遊新創 - 旅步 tripool｜全遠端 --台中,"公司描述
- 2012年團隊成立，建立台灣旅遊資訊網站 rtaiwanr.com，當時每10位外語旅客就有1位透- 過此網站規劃來台旅程
- 2013年成立旅行社，提供包車旅遊服務，替外國旅客規劃50,000個客製化行程
- 2016年研發行程規劃系統，景點自動推薦、路徑最佳化並即時報價，大幅縮減人力支出80%
- 2018年從數據中發現約35%的行程並不需要全日包車旅遊，僅需單趟的接駁服務，因此將既有行程規劃系統做延伸，以演算法為基礎，開發出車輛調度與派車系統，建立 tripool旅步
- 2019年 tripool旅步全年服務超過來自60個不同國家的旅客，透過路徑規劃演算法降低空車率，以市價5~8折提供長途專車接送，往返全台各地風景區、飯店與機場
- 2020年Covid-19爆發後，深耕台灣市場，於2021年恢復疫情前營收表現，並於2022年成長超過100%
- 2024年提供海外服務＆台灣智慧共乘 
- 2026年提供輕省專車 

職位職責
-核心開發： 使用 React、Next.js 或 Vite 框架，開發並維護高效能、可擴展的核心平台網站。
-AI 效能優化： 善用 AI 工具（如 GitHub Copilot, ChatGPT 等）輔助開發、重構與測試，以提升代碼質量與工作產出效能。
-視覺還原： 根據 Figma 設計稿，精準切分 React 組件，實現像素級還原（Pixel-Perfect）-的 UI。
數據整合： 整合 RESTful API 或 GraphQL，與後端進行高效數據交互，確保應用流暢運行。
-跨平台體驗： 實現響應式設計（RWD），確保跨設備與瀏覽器的優秀用戶體驗。
-團隊協作與補位： 具備強大的團隊合作意識與開放心態，能配合組織發展靈活「補位」，支援不同專案需求。
-品質控管： 使用 Git 進行版本控制，參與代碼審查（Code Review），確保系統一致性。
-跨域協作： 與設計師、後端、產品經理協作，參與敏捷開發流程，並主動提出技術優化建議。

必備技能與資格
-前端專精： 精通 React 框架，熟悉 Hooks、Context API 及狀態管理（如 Redux、Zustand）。
-技術敏銳度： 熟悉 HTML5、CSS3（Flexbox、Grid）及 RWD 響應式設計。
-API 整合： 具備 RESTful API 或 GraphQL 整合經驗，熟悉 Axios 或 Fetch API。
-版本控制： 熟練使用 Git 進行分支管理與衝突解決。
-快速學習能力： 具備持續學習新技術的動力，面對技術挑戰能獨立調研並快速上手。
-溝通共識： 良好的溝通能力，能接受多元意見，並與團隊討論達成共識。
-創新應變： 熱衷挑戰，積極參與技術方案討論，樂於實現創新想法。

加分技能與特質（優先考慮）
-跨領域技能： 具備 Flutter 開發經驗，能支援跨端開發。
-AI 實踐者： 能展示如何將 AI 應用於日常開發流程以提高效率的實際案例。
-測試實務： 熟悉前端測試框架，如 Jest、React Testing Library 或 Cypress。
-工程優化： 熟悉打包工具（Webpack、Vite）及前端性能優化經驗。
-遠端協作： 有遠端工作經驗，熟悉 Slack、Jira 等協作工具。
-開源貢獻： 參與過開源項目，擁有 GitHub 或其他公開代碼倉庫。

你會想加入我們團隊的原因
- 你喜歡在小型團隊工作，並討厭官僚僵化的流程
- 你喜歡學習，熱愛鑽研技術
- 你享受嘗試新事物和前衛的技術
- 彈性上班時間，完全遠端工作

註： 僅接受104求職，絕無透過其他管道徵才・由於遠端工作，所以各主要縣市皆有刊登職缺，但實際只有一個名額需求。,不拘,Git、Github、Flutter、Figma、Redux、ReactJS、ReactNative、HTML、PostgreSQL、Ruby
提升專業能力
提升專業能力,不拘",前端工程師,"月薪50,000~65,000元取得專屬你的薪水報告",無需出差外派,台中市北屯區,"https://maps.google.com.tw/?q=%E6%97%85%E6%8D%B7%E5%B0%8F%E5%AE%A2%E8%BB%8A%E7%A7%9F%E8%B3%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1815237,120.6861019&z=17",旅捷小客車租賃有限公司
https://www.104.com.tw/job/8s702?app_jobsource=m_time4jobs&jobsource=new_map,(TE22方案與服務處 )高級工程師,"1.負責智慧醫療專案規劃與執行（智慧藥局藥庫、WMS、電子標籤系統） 
2.管控專案時程、品質與風險，確保專案如期完成 
3.與醫院端（資訊室、藥劑部）進行需求訪談與溝通 
4.協調內部團隊（業務、RD、SI）推進專案進度 
5.規劃系統測試、驗收與上線流程 
6.理解醫院流程，協助優化醫院作業（調劑、核發、用藥流程）
7.能將系統導入轉化為實際醫療流程運作，而非僅完成系統建置,不拘,不拘,不拘",軟體工程師,待遇面議,無需出差外派,台中市北屯區崇德路二段252號7樓,"https://maps.google.com.tw/?q=%E6%96%B0%E6%BC%A2%E6%99%BA%E8%83%BD%E7%B3%BB%E7%B5%B1%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1749323,120.6859182&z=17",新漢智能系統股份有限公司
https://www.104.com.tw/job/91c7y?app_jobsource=m_time4jobs&jobsource=new_map,前端工程師,"- 使用VueJS、HTML5、CSS等技術開發並維護公司產品的前端部分
- 與團隊合作，設計出具有良好使用體驗的產品UI
- 協助Review RESTful API設計以及網頁規劃
- 維護與修正既有產品，包含問題修正、效能提升、新功能開發等
- 解決客戶在產品上所遇到的問題及客製化產品
- 協助測試部門，確保產品的品質與效能
- 撰寫相關技術文件與報告

前端工程師是公司產品開發過程中不可或缺的角色，隨著科技的發展與網路使用的普及，未來在前端領域會有更多的發展空間。這個職位的重要性在於能夠為公司開發出具有良好操作性與使用體驗的產品，提升公司品牌形象，吸引更多的客戶。此外，在這個職位上，你可以學習到最新的技術和趨勢，並與團隊成員共同創造價值。
如果您對該職位感興趣，歡迎立即申請！我們期待與充滿熱情、開放、學習、積極主動、獨立、有企圖心、細心、好奇心的您共同創造價值！,不拘,CSS、JavaScript、VueJS、Sass
提升專業能力
提升專業能力,網頁語法撰寫、使用者介面設計、使用者體驗設計、視覺設計相關知識",前端工程師,"月薪35,000~50,000元取得專屬你的薪水報告",無需出差外派,台中市西屯區文心路三段241號12樓之2,"https://maps.google.com.tw/?q=%E8%80%95%E9%9B%B2%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1724016,120.6628917&z=17",耕雲科技股份有限公司
https://www.104.com.tw/job/91f6g?app_jobsource=m_time4jobs&jobsource=new_map,後端工程師（Golang),"我們是專注於技術服務的新創團隊，致力於為客戶提供網頁、App，以及前後台系統的設計與開發服務
隨著業務持續成長、案件需求快速增加，團隊正積極擴編，誠摯邀請優秀的您加入我們，一同打造更多精彩作品！
（提供全遠端工作環境，讓您能在舒適自在的發揮專業與創意）

【工作內容】
1.使用Golang進行後端的開發、設計與維護
2.與前端、測試、產品經理協作完成專案功能
3.撰寫清晰的技術文件和程式碼，確保代碼的可維護性和可讀性
4.規劃並執行與第三方系統或外部 API 串接，確保資料正確且安全的傳輸
5.能獨立完成系統開發任務，包含技術設計、程式撰寫、測試及部署

【技能要求】
·熟悉 Golang 語言、鎖與 Channel 的使用
·熟悉 Git 與常見開發流程
·熟悉 Linux 開發環境
·API/Websocket 開發和 API 串接三方的經驗
·具備容器化相關知識

【加分技能】
·具備實務後端開發經驗
·熟悉 REST API 或 WebSocket 通訊
·熟悉 CI/CD 流程
·熟悉 AWS/GCP/Azure 等雲端平台
·熟悉 Docker 和 Kubernetes
·熟悉 gRPC 或 GraphQL
·熟悉MySql、Git、Redis、Websocket,不拘,不拘,不拘","後端工程師
、全端工程師
、軟體工程師","月薪50,000元以上取得專屬你的薪水報告",無需出差外派,台中市西屯區何厝東二街23號9樓之3,"https://maps.google.com.tw/?q=%E5%BA%A0%E8%8F%BB%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8(%E7%B1%8C%E5%82%99%E8%99%95)@24.1611251,120.6559261&z=17",庠菻有限公司(籌備處)
https://www.104.com.tw/job/8z9cm?app_jobsource=m_time4jobs&jobsource=new_map,GIS地理資訊軟體開發工程師_A04,"工作內容
1.網站系統開發與維護(以.NET專案程式為主)
2.資料庫建置與規劃 
3.系統技術文件撰寫

需熟悉:
1.ASP.NET網站開發(尤其是.Net Framework)。
2.MS SQL資料庫應用、管理與指令。
3.SQL Server資料庫設計。
4.須熟悉GIS地理資訊軟體。


公司以執行政府機關專案為主，我們需要具備以下特質的你：
1.熱愛程式設計，具耐心應付需求。
2.具獨立開發能力與經驗。,不拘,ASP.NET、MS SQL、JavaScript、jQuery
提升專業能力
提升專業能力,軟體工程系統開發、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用","Internet程式設計師
、系統分析師
、軟體工程師","月薪60,000~80,000元取得專屬你的薪水報告",需出差，一年累積時間約三個月以下,台中市西區忠明南路497號9樓,"https://maps.google.com.tw/?q=%E5%8B%A4%E5%AD%B8%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1356349,120.6574638&z=17",勤學科技股份有限公司
https://www.104.com.tw/job/91hlb?app_jobsource=m_time4jobs&jobsource=new_map,[持續徵才] Senior Android Developer（台中 / 台北）,"在 Seekrtech，我們透過科技、設計和行為科學的融合，打造有趣又有效的數位服務，幫助人們在生活和工作中做出改變與行動。我們的產品「Forest 專注森林」是一款幫助人們管理注意力、建立深度專注習慣的工具，已在全球擁有超過四千萬用戶，並榮獲 Google Play 與 App Store 多個獎項肯定。

2025 年，Forest 正式推出訂閱制方案，標誌著我們從單一工具邁向長期陪伴使用者的注意力管理服務。我們持續在既有的成熟產品基礎上推進功能迭代，同時探索新的體驗方向與技術可能性。

我們希望找到一位具備紮實 Android 開發底蘊的工程師加入產品開發團隊，深度參與 Forest Android 的功能設計與技術演進。你將與 PO、Design、QA 等跨職能夥伴緊密協作，對自己的技術決策負責，用高品質的程式與產品思維，直接影響數千萬用戶的日常體驗。

【你將會做到的工作】
- 主導 Android 產品功能的開發與維護，從需求討論到上線交付，對技術方案設計與程式碼品質全程負責
- 持續優化產品效能、記憶體管理與使用者體驗，推動技術架構改善與模組重構
- 與跨職能夥伴協作，發揮技術影響力，共同推動產品品質與迭代效率的提升
- 持續關注 Android 生態與業界技術趨勢，主動評估並導入新技術，保持技術領先性
- 善用 AI 輔助開發工具，提升個人與團隊開發效率，探索 AI 在日常開發流程中的實際應用

【專業條件】
- 5 年以上 Android App 開發經驗，熟悉 Android 開發生態，具完整產品開發與上架歷程者佳
- 熟悉 Kotlin 語言，具備 Jetpack Compose 的實際開發與架構設計經驗
- 熟悉 MVVM 等主流架構，具備 Coroutines、Flow 等現代技術的實作能力
- 熟悉 Git 版本控制與協作流程，具備 CI/CD 的基礎概念與實踐經驗
- 具備與後端協作串接 RESTful API 的實務經驗，能理解資料流與錯誤處理
- 日常開發中已主動使用 AI 工具，具備自己的 workflow 或最佳實踐
- 具備產品思維與問題拆解能力，能在模糊情境中清晰定義問題並獨立推進至可驗證的結果
- 對技術趨勢保持主動探索，具備創新與成長心態，樂於嘗試新工具並應用於開發流程,不拘,Kotlin
提升專業能力
提升專業能力,不拘","Android工程師
、前端工程師
、軟體工程師",待遇面議,無需出差外派,台中市西區英才路 530 號 36 樓,"https://maps.google.com.tw/?q=%E6%99%82%E5%88%BB%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.149952,120.665017&z=17",時刻科技股份有限公司
https://www.104.com.tw/job/91dkq?app_jobsource=m_time4jobs&jobsource=new_map,AI 系統架構工程師（Odoo & LLM 應用開發）,"我們正在打造「AI 企業智庫」，將生成式 AI 深度整合進 Odoo 營運核心。我們不追求傳統的重複性編碼，而是強調精準的 Prompt 指令、高效的 AI 協作開發（Claude）、以及穩健且透明的系統架構設計。

【主要任務與職責】
一、 系統架構盤點與無縫接手 (First Priority)
深度盤點與掌握： 深入分析並掌握現有以 Claude.AI 開發之 Odoo 模組架構，包含後台程式邏輯、API 接點（Claude/Gemini/OpenAI）及系統部署環境。

確保營運連續性： 快速釐清現有功能運作機制，確保開發主動權由公司完整掌控，不因人員異動導致系統失效。

二、 AI 智庫核心開發與商用化優化
延續性開發： 在現有基礎上，持續運用 Claude.AI 等工具輔助，快速開發並優化 Odoo 客製化模組。

實驗性轉商用： （重點任務） 負責將前任工程師開發之「實驗性/片段式代碼」優化並轉化為具備高穩定性、安全性之「商用穩定版代碼」。

API 整合優化： 負責 Odoo 與各種 LLM 及外部插件的對接、負載平衡與效能調優。

三、 RAG 向量資料庫建置
知識庫架構規劃： 基於現有 Odoo 數據架構，規劃並執行企業智庫的向量化工程（RAG），實現企業內部知識的精準檢索。

資料庫部署： 評估並建置企業級向量資料庫（如 Pinecone / ChromaDB / Milvus），解決目前智庫尚未成型的核心技術問題。

四、 代碼審核與透明化管理 (核心要求)
標準化紀錄： 必須落實代碼註解、版本控制（Git）與技術文檔撰寫，建立清晰的開發路徑圖 (Roadmap)，消除技術黑盒。

邏輯審核與 Debug： 審查 AI 生成之代碼邏輯，確保其符合 Odoo 框架規範，並排除冗餘代碼或資安漏洞，確保系統具備可維護性。

【應徵條件】
AI 開發協作： 熟練操作 Claude.AI、Google AI Studio，具備優異的 Prompt Engineering 能力與代碼判讀除錯能力。

後端技術基礎： 熟悉 Python 語言，並具備 Odoo 開發經驗或具備快速學習 ERP 框架之邏輯能力。

向量化概念： 理解 RAG 架構及向量資料庫（Vector DB）運作原理，並有實際建置或串接經驗。

工程管理素養： 具備「系統透明化」意識，認同開發成果應以公司資產形式完整留存與傳承。,1. 高效率 AI 協作思維：
認同「AI 輔助開發」是未來的核心競爭力。我們不追求純手工編碼，但要求工程師必須具備極強的代碼判讀力，能確保 AI 產出的結果是安全、可維護且符合 Odoo 架構的。

2. 資產合規管理（核心要求）：
必須「每日提交代碼（Git Push）」至公司指定的 GitHub/GitLab 企業帳號。,Git、Python、Github、Prompt、LLM、Claude
提升專業能力
提升專業能力,AI、語言模型","AI工程師
、系統工程師
、軟體工程師","月薪40,000元以上取得專屬你的薪水報告",無需出差外派,台中市東區樂業路30號,"https://maps.google.com.tw/?q=%E5%A5%BD%E4%BD%8D%E5%AD%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1377565,120.6921743&z=17",好位子股份有限公司
